rec,include,cat,new_species,marker,genBank_accession_no,BIN,SRA_NO,taxonConceptID,scientificName/TCID,phylum,lower_taxon,catalog_no,in-house_spec_no,typeStatus,year_date,cruise,contractor_Area,STATION-collection_code,lat,long,depth,data_name,database_link,DATA_SOURCE,ref_short,ref2,record_elsewhere,note
122,,,,COI,MK971226,,,Aricidea sp. 239,Aricidea,Annelida,Polychaeta,094-IOM-0277,CCFZP277-19,,2015,SO239,IOM,SO239_94-1,,,,,,,Bonifacio_etal_2020,,,
123,,sequence,,16S,MN217441,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7145,NHM_1098,Other material,,,OMS Stratum A,AB02_EB05,,,,,,,Wiklund_etal_2019,,,
124,,sequence,,16S,MN217442,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7146,NHM_1137,Holotype,,,OMS Stratum A,AB02_EB05,,,,,,,Wiklund_etal_2019,,,
125,,sequence,,16S,MN217420,,,Notomastus sp. (NHM_162),Notomastus sp. (NHM_162),Annelida,,ANEA 2019. 7103,NHM_1200,Other material,,,OMS Stratum A,AB02_BC10,,,,,,,Wiklund_etal_2019,,,
126,,sequence,,16S,MN217426,,,,Oligobregma brasierae sp. n.,Annelida,,ANEA 2019. 7154,NHM_1423,Paratype,,,UK1 Stratum B,AB02_EB07,,,,,,,Wiklund_etal_2019,,,
127,,sequence,,18S,MN217495,,,Capitellidae sp. (NHM_1486),Capitellidae sp. (NHM_1486),Annelida,,ANEA 2019. 7105,NHM_613,Other material,,,UK1 Stratum B,AB02_EB01,,,,,,,Wiklund_etal_2019,,,
127,,,,COI,MK971171,,,Hesiospina sp. 280,Hesiospina,Annelida,Polychaeta,095-IOM-0282,CCFZP282-19,,2015,SO239,IOM,SO239_95-1,,,,,,,Bonifacio_etal_2020,,,
128,,sequence,,16S,MN217415,,,Capitellidae sp. (NHM_1486),Capitellidae sp. (NHM_1486),Annelida,,ANEA 2019. 7105,NHM_613,Other material,,,UK1 Stratum B,AB02_EB01,,,,,,,Wiklund_etal_2019,,,
128,,,,COI,MK971232,,,Polychaeta sp. 281,Polychaeta,Annelida,Polychaeta,095-IOM-0283,CCFZP283-19,,2015,SO239,IOM,SO239_95-1,,,,,,,Bonifacio_etal_2020,,,
129,,sequence,,16S,MN217428,,,,Oligobregma tani sp. n.,Annelida,,ANEA 2019. 7156,NHM_773A,Paratype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
130,,,,COI,MK971205,,,Sabellidae sp. 64,Sabellidae,Annelida,Polychaeta,095-IOM-0285,CCFZP285-19,,2015,SO239,IOM,SO239_95-1,,,,,,,Bonifacio_etal_2020,,,
130,,sequence,,COI,MN217518,,,,Oligobregma tani sp. n.,Annelida,,ANEA 2019. 7156,NHM_773A,Paratype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
131,,sequence,,18S,MN217499,,,,Oligobregma tani sp. n.,Annelida,,ANEA 2019. 7156,NHM_773A,Paratype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
131,,,,COI,MK971215,,,Leanira sp. 4,Leanira,Annelida,Polychaeta,095-IOM-0286,CCFZP286-19,,2015,SO239,IOM,SO239_95-1,,,,,,,Bonifacio_etal_2020,,,
132,,sequence,,16S,MN217460,,,,Ophelina nunnallyi sp. n.,Annelida,,ANEA 2019. 7135,NHM_783F,Other material,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
132,,,,COI,MK971178,,,Leanira sp. 4,Leanira,Annelida,Polychaeta,095-IOM-0287,CCFZP287-19,,2015,SO239,IOM,SO239_95-1,,,,,,,Bonifacio_etal_2020,,,
133,,sequence,,COI,MN217534,,,,Ophelina nunnallyi sp. n.,Annelida,,ANEA 2019. 7137,NHM_1309A,Other material,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
134,,sequence,,16S,MN217462,,,,Ophelina nunnallyi sp. n.,Annelida,,ANEA 2019. 7137,NHM_1309A,Other material,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
134,,,,COI,MK971189,,,Spionidae sp. 271,Spionidae,Annelida,Polychaeta,095-IOM-0289,CCFZP289-19,,2015,SO239,IOM,SO239_95-1,,,,,,,Bonifacio_etal_2020,,,
135,,sequence,,16S,MN217478,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7169,NHM_792,Other material,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
136,,sequence,,18S,MN217500,,,,Oligobregma whaleyi sp. n.,Annelida,,ANEA 2019. 7160,NHM_822,Holotype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
136,,,,COI,MK971167,,,Aricidea sp. 289,Aricidea,Annelida,Polychaeta,095-IOM-0291,CCFZP291-19,,2015,SO239,IOM,SO239_95-1,,,,,,,Bonifacio_etal_2020,,,
137,,sequence,,16S,MN217432,,,,Oligobregma whaleyi sp. n.,Annelida,,ANEA 2019. 7160,NHM_822,Holotype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
138,,sequence,,18S,MN217507,,,,Ophelina nunnallyi sp. n.,Annelida,,ANEA 2019. 7133,NHM_683,Holotype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
138,,,,COI,MK971207,,,Amphicteis sp. 291,Amphicteis,Annelida,Polychaeta,097-IOM-0293,CCFZP293-19,,2015,SO239,IOM,SO239_97-1,,,,,,,Bonifacio_etal_2020,,,
139,,sequence,,COI,MN217532,,,,Ophelina nunnallyi sp. n.,Annelida,,ANEA 2019. 7133,NHM_683,Holotype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
140,,sequence,,16S,MN217458,,,,Ophelina nunnallyi sp. n.,Annelida,,ANEA 2019. 7133,NHM_683,Holotype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
140,,,,COI,MK971185,,,Aglaophamus sp. 84,Aglaophamus,Annelida,Polychaeta,097-IOM-0296,CCFZP296-19,,2015,SO239,IOM,SO239_97-1,,,,,,,Bonifacio_etal_2020,,,
141,,sequence,,16S,MN217424,,,,Oligobregma brasierae sp. n.,Annelida,,ANEA 2019. 7152,NHM_684,Paratype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
141,,,,COI,MK971190,,,Aphelochaeta sp. 295,Aphelochaeta,Annelida,Polychaeta,097-IOM-0297,CCFZP297-19,,2015,SO239,IOM,SO239_97-1,,,,,,,Bonifacio_etal_2020,,,
142,,,,COI,MK971166,,,Paraonides sp. 34,Paraonides,Annelida,Polychaeta,097-IOM-0298,CCFZP298-19,,2015,SO239,IOM,SO239_97-1,,,,,,,Bonifacio_etal_2020,,,
142,,sequence,,COI,MN217517,,,,Oligobregma brasierae sp. n.,Annelida,,ANEA 2019. 7152,NHM_684,Paratype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
143,,sequence,,18S,MN217498,,,,Oligobregma brasierae sp. n.,Annelida,,ANEA 2019. 7152,NHM_684,Paratype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
143,,,,COI,MK971158,,,Paralacydonia sp. 2016,Paralacydonia,Annelida,Polychaeta,105-IOM-0328,CCFZP328-19,,2015,SO239,IOM,SO239_105-1,,,,,,,Bonifacio_etal_2020,,,
144,,sequence,,16S,MN217463,,,Opheliidae sp. (NHM_689),Opheliidae sp. (NHM_689),Annelida,,ANEA 2019. 7114,NHM_689,Other material,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
144,,,,COI,MK971220,,,Aphelochaeta sp. 328,Aphelochaeta,Annelida,Polychaeta,105-IOM-0329,CCFZP329-19,,2015,SO239,IOM,SO239_105-1,,,,,,,Bonifacio_etal_2020,,,
145,,sequence,,18S,MN217508,,,Opheliidae sp. (NHM_689),Opheliidae sp. (NHM_689),Annelida,,ANEA 2019. 7114,NHM_689,Other material,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
145,,,,COI,MK971221,,,Anobothrus sp. 329,Anobothrus,Annelida,Polychaeta,106-IOM-0330,CCFZP330-19,,2015,SO239,IOM,SO239_106-1,,,,,,,Bonifacio_etal_2020,,,
146,,sequence,,16S,MN217459,,,,Ophelina nunnallyi sp. n.,Annelida,,ANEA 2019. 7134,NHM_700,Paratype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
147,,sequence,,16S,MN217440,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7144,NHM_708,Other material,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
147,,,,COI,MK971182,,,Aricidea sp. 36,Aricidea,Annelida,Polychaeta,106-IOM-0332,CCFZP332-19,,2015,SO239,IOM,SO239_106-1,,,,,,,Bonifacio_etal_2020,,,
148,,sequence,,16S,MN217445,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7117,NHM_718,Other material,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
149,,sequence,,COI,MN217525,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7117,NHM_718,Other material,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
150,,sequence,,16S,MN217475,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7166,NHM_748B,Paratype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
150,,,,COI,MK971196,,,Laonice sp. 334,Laonice,Annelida,Polychaeta,106-IOM-0335,CCFZP335-19,,2015,SO239,IOM,SO239_106-1,,,,,,,Bonifacio_etal_2020,,,
151,,sequence,,16S,MN217476,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7167,NHM_753,Other material,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
152,,sequence,,16S,MN217477,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7168,NHM_760,Other material,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
153,,sequence,,16S,MN217425,,,,Oligobregma brasierae sp. n.,Annelida,,ANEA 2019. 7153,NHM_823,Holotype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
153,,,,COI,MK971200,,,Sclerobregma sp. 339,Sclerobregma,Annelida,Polychaeta,107-IOM-0339,CCFZP339-19,,2015,SO239,IOM,SO239_107-1,,,,,,,Bonifacio_etal_2020,,,
154,,sequence,,16S,MN217429,,,,Oligobregma tani sp. n.,Annelida,,ANEA 2019. 7157,NHM_1454,Holotype,,,UK1 Stratum B,AB02_EB07,,,,,,,Wiklund_etal_2019,,,
155,,sequence,,18S,MN217505,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7116,NHM_681,Holotype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
156,,sequence,,16S,MN217444,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7116,NHM_681,Holotype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
157,,,,COI,MK971198,,,Laonice sp. 361,Laonice,Annelida,Polychaeta,119-GSR-0361,CCFZP361-19,,2015,SO239,GSR,SO239_119-1,,,,,,,Bonifacio_etal_2020,,,
157,,sequence,,COI,MN217524,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7116,NHM_681,Holotype,,,UK1 Stratum B,AB02_EB02,,,,,,,Wiklund_etal_2019,,,
158,,sequence,,16S,MN217418,,,Notomastus sp. (NHM_162),Notomastus sp. (NHM_162),Annelida,,ANEA 2019. 7101,NHM_915B,Other material,,,UK1 Stratum B,AB02_EB03,,,,,,,Wiklund_etal_2019,,,
159,,sequence,,16S,MN217480,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7172,NHM_970,Other material,,,UK1 Stratum B,AB02_EB03,,,,,,,Wiklund_etal_2019,,,
159,,,,COI,MK971159,,,Pseudomystides sp. 366,Pseudomystides,Annelida,Polychaeta,119-GSR-0363,CCFZP363-19,,2015,SO239,GSR,SO239_119-1,,,,,,,Bonifacio_etal_2020,,,
160,,sequence,,16S,MN217483,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7175,NHM_1311,Other material,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
161,,sequence,,16S,MN217446,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7118,NHM_883,Other material,,,UK1 Stratum B,AB02_EB03,,,,,,,Wiklund_etal_2019,,,
162,,sequence,,COI,MN217526,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7118,NHM_883,Other material,,,UK1 Stratum B,AB02_EB03,,,,,,,Wiklund_etal_2019,,,
163,,sequence,,16S,MN217479,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7171,NHM_909,Paratype,,,UK1 Stratum B,AB02_EB03,,,,,,,Wiklund_etal_2019,,,
164,,sequence,,16S,MN217438,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7142,NHM_473,Other material,,,UK1 Stratum A,AB01_BC14,,,,,,,Wiklund_etal_2019,,,
165,,,,COI,MK971179,,,Hesionidae sp. 372,Hesionidae,Annelida,Polychaeta,119-GSR-0369,CCFZP369-19,,2015,SO239,GSR,SO239_119-1,,,,,,,Bonifacio_etal_2020,,,
165,,sequence,,COI,MN217522,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7142,NHM_473,Other material,,,UK1 Stratum A,AB01_BC14,,,,,,,Wiklund_etal_2019,,,
166,,,,COI,MK971195,,,Chaetozone sp. 374,Chaetozone,Annelida,Polychaeta,127-GSR-0371,CCFZP371-19,,2015,SO239,GSR,SO239_127-1,,,,,,,Bonifacio_etal_2020,,,
166,,sequence,,COI,MN217515,,,,Ammotrypanella kersteni sp. n.,Annelida,,ANEA 2019. 7107,NHM_254,Holotype,,,UK1 Stratum A,AB01_EB04,,,,,,,Wiklund_etal_2019,,,
167,,sequence,,18S,MN217492,,,,Ammotrypanella kersteni sp. n.,Annelida,,ANEA 2019. 7107,NHM_254,Holotype,,,UK1 Stratum A,AB01_EB04,,,,,,,Wiklund_etal_2019,,,
168,,sequence,,16S,MN217412,,,,Ammotrypanella kersteni sp. n.,Annelida,,ANEA 2019. 7107,NHM_254,Holotype,,,UK1 Stratum A,AB01_EB04,,,,,,,Wiklund_etal_2019,,,
168,,,,COI,MK971223,,,Aphelochaeta sp. 295,Aphelochaeta,Annelida,Polychaeta,127-GSR-0373,CCFZP373-19,,2015,SO239,GSR,SO239_127-1,,,,,,,Bonifacio_etal_2020,,,
169,,sequence,,16S,MN217466,,,Ophelina sp. (NHM_1068),Ophelina sp. (NHM_1068),Annelida,,ANEA 2019. 7139,NHM_1874,Other material,,,OMS Stratum A,AB02_EB11,,,,,,,Wiklund_etal_2019,,,
169,,,,COI,MK971219,,,Aphelochaeta sp. 13,Aphelochaeta,Annelida,Polychaeta,127-GSR-0374,CCFZP374-19,,2015,SO239,GSR,SO239_127-1,,,,,,,Bonifacio_etal_2020,,,
170,,sequence,,16S,MN217487,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7179,NHM_1883,Other material,,,OMS Stratum A,AB02_EB11,,,,,,,Wiklund_etal_2019,,,
170,,,,COI,MK971168,,,Aphelochaeta sp. 378,Aphelochaeta,Annelida,Polychaeta,127-GSR-0375,CCFZP375-19,,2015,SO239,GSR,SO239_127-1,,,,,,,Bonifacio_etal_2020,,,
171,,sequence,,16S,MN217427,,,,Oligobregma brasierae sp. n.,Annelida,,ANEA 2019. 7155,NHM_1895,Other material,,,OMS Stratum A,AB02_EB11,,,,,,,Wiklund_etal_2019,,,
172,,sequence,,16S,MN217490,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7182,NHM_2024,Other material,,,OMS Stratum A,AB02_EB12,,,,,,,Wiklund_etal_2019,,,
173,,sequence,,16S,MN217485,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7177,NHM_1543,Paratype,,,UK1 Stratum B,AB02_BC16,,,,,,,Wiklund_etal_2019,,,
174,,sequence,,16S,MN217430,,,,Oligobregma tani sp. n.,Annelida,,ANEA 2019. 7158,NHM_1480J,Other material,,,UK1 Stratum B,AB02_EB07,,,,,,,Wiklund_etal_2019,,,
174,,,,COI,MK971222,,,Maldanidae sp. 384,Maldanidae,Annelida,Polychaeta,127-GSR-0380,CCFZP380-19,,2015,SO239,GSR,SO239_127-1,,,,,,,Bonifacio_etal_2020,,,
175,,sequence,,16S,MN217416,,,Capitellidae sp. (NHM_1486),Capitellidae sp. (NHM_1486),Annelida,,ANEA 2019. 7106,NHM_1486,Other material,,,UK1 Stratum B,AB02_BC14,,,,,,,Wiklund_etal_2019,,,
176,,sequence,,18S,MN217496,,,Capitellidae sp. (NHM_1486),Capitellidae sp. (NHM_1486),Annelida,,ANEA 2019. 7106,NHM_1486,Other material,,,UK1 Stratum B,AB02_BC14,,,,,,,Wiklund_etal_2019,,,
177,,sequence,,COI,MN217523,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7147,NHM_1309,Paratype,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
178,,sequence,,16S,MN217484,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7176,NHM_1431,Holotype,,,UK1 Stratum B,AB02_EB07,,,,,,,Wiklund_etal_2019,,,
179,,sequence,,16S,MN217434,,,Ophelina cf. abranchiata sp. (NHM_2017),Ophelina cf. abranchiata sp. (NHM_2017),Annelida,,ANEA 2019. 7149,NHM_2017,Other material,,,OMS Stratum A,AB02_EB12,,,,,,,Wiklund_etal_2019,,,
180,,sequence,,16S,MN217410,,,,Ammotrypanella keenani sp. n.,Annelida,,ANEA 2019. 7111,NHM_1871,Paratype,,,OMS Stratum A,AB02_EB11,,,,,,,Wiklund_etal_2019,,,
181,,sequence,,16S,MN217486,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7178,NHM_1873,Other material,,,OMS Stratum A,AB02_EB11,,,,,,,Wiklund_etal_2019,,,
182,,,,COI,MK971156,,,Hesiospina sp. 280,Hesiospina,Annelida,Polychaeta,128-GSR-0390,CCFZP390-19,,2015,SO239,GSR,SO239_128-1,,,,,,,Bonifacio_etal_2020,,,
182,,sequence,,COI,MN217533,,,,Ophelina nunnallyi sp. n.,Annelida,,ANEA 2019. 7136,NHM_1273,Paratype,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
183,,sequence,,16S,MN217461,,,,Ophelina nunnallyi sp. n.,Annelida,,ANEA 2019. 7136,NHM_1273,Paratype,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
184,,sequence,,16S,MN217482,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7174,NHM_1310,Other material,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
184,,,,COI,MK971231,,,Aricidea sp. 446a,Aricidea,Annelida,Polychaeta,128-GSR-0392,CCFZP392-19,,2015,SO239,GSR,SO239_128-1,,,,,,,Bonifacio_etal_2020,,,
185,,sequence,,16S,MN217468,,,Travisia sp. (NHM_1244),Travisia sp. (NHM_1244),Annelida,,ANEA 2019. 7183,NHM_1244,Other material,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
186,,sequence,,18S,MN217491,,,,Ammotrypanella keenani sp. n.,Annelida,,ANEA 2019. 7110,NHM_1250,Holotype,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
187,,sequence,,16S,MN217409,,,,Ammotrypanella keenani sp. n.,Annelida,,ANEA 2019. 7110,NHM_1250,Holotype,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
188,,sequence,,COI,MN217514,,,,Ammotrypanella keenani sp. n.,Annelida,,ANEA 2019. 7110,NHM_1250,Holotype,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
189,,sequence,,16S,MN217431,,,,Oligobregma tani sp. n.,Annelida,,ANEA 2019. 7159,NHM_1665,Paratype,,,UK1 Stratum B,AB02_EB09,,,,,,,Wiklund_etal_2019,,,
190,,,,COI,MK971228,,,Ampharetidae sp. 402,Ampharetidae,Annelida,Polychaeta,128-GSR-0398,CCFZP398-19,,2015,SO239,GSR,SO239_128-1,,,,,,,Bonifacio_etal_2020,,,
190,,sequence,,COI,MN217519,,,,Oligobregma tani sp. n.,Annelida,,ANEA 2019. 7159,NHM_1665,Paratype,,,UK1 Stratum B,AB02_EB09,,,,,,,Wiklund_etal_2019,,,
191,,sequence,,18S,MN217510,,,Opheliidae sp. (NHM_1331) ,Opheliidae sp. (NHM_1331) ,Annelida,,ANEA 2019. 7115,NHM_1331,Other material,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
191,,,,COI,MK971214,,,Aricidea sp. 415a,Aricidea,Annelida,Polychaeta,137-GSR-0411,CCFZP411-19,,2015,SO239,GSR,SO239_137-1,,,,,,,Bonifacio_etal_2020,,,
192,,sequence,,16S,MN217465,,,Opheliidae sp. (NHM_1331) ,Opheliidae sp. (NHM_1331) ,Annelida,,ANEA 2019. 7115,NHM_1331,Other material,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
192,,,,COI,MK971191,,,Octobranchus sp. 344,Octobranchus,Annelida,Polychaeta,137-GSR-0413,CCFZP413-19,,2015,SO239,GSR,SO239_137-1,,,,,,,Bonifacio_etal_2020,,,
193,,sequence,,16S,MN217467,,,Scalibregmatidae sp. (NHM_2308),Scalibregmatidae sp. (NHM_2308),Annelida,,ANEA 2019. 7161,NHM_2308,Other material,,,OMS Stratum A,AB02_EB06,,,,,,,Wiklund_etal_2019,,,
194,,sequence,,16S,MN217413,,,Ammotrypanella sp. (NHM_1653),Ammotrypanella sp. (NHM_1653),Annelida,,ANEA 2019. 7108,NHM_1653,Other material,,,UK1 Stratum B,AB02_EB09,,,,,,,Wiklund_etal_2019,,,
195,,sequence,,18S,MN217493,,,Ammotrypanella sp. (NHM_1653),Ammotrypanella sp. (NHM_1653),Annelida,,ANEA 2019. 7108,NHM_1653,Other material,,,UK1 Stratum B,AB02_EB09,,,,,,,Wiklund_etal_2019,,,
195,,,,COI,MK971163,,,Laonice sp. 361,Laonice,Annelida,Polychaeta,137-GSR-0421,CCFZP421-19,,2015,SO239,GSR,SO239_137-1,,,,,,,Bonifacio_etal_2020,,,
196,,sequence,,COI,MN217516,,,Ammotrypanella sp. (NHM_1653),Ammotrypanella sp. (NHM_1653),Annelida,,ANEA 2019. 7108,NHM_1653,Other material,,,UK1 Stratum B,AB02_EB09,,,,,,,Wiklund_etal_2019,,,
197,,sequence,,16S,MN217439,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7143,NHM_598,Paratype,,,UK1 Stratum B,AB02_EB01,,,,,,,Wiklund_etal_2019,,,
198,,sequence,,16S,MN217473,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7164,NHM_356,Other material,,,UK1 Stratum A,AB01_EB04,,,,,,,Wiklund_etal_2019,,,
199,,sequence,,16S,MN217488,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7180,NHM_1911,Other material,,,OMS Stratum A,AB02_EB11,,,,,,,Wiklund_etal_2019,,,
200,,sequence,,16S,MN217489,,,,Travisia zieglerae sp. n.,Annelida,,ANEA 2019. 7181,NHM_2019,Other material,,,OMS Stratum A,AB02_EB12,,,,,,,Wiklund_etal_2019,,,
200,,,,COI,MK971160,,,Leanira sp. 4,Leanira,Annelida,Polychaeta,137-GSR-0433,CCFZP433-19,,2015,SO239,GSR,SO239_137-1,,,,,,,Bonifacio_etal_2020,,,
201,,sequence,,16S,MN217448,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7120,NHM_1066,Other material,,,OMS Stratum A,AB02_EB05,,,,,,,Wiklund_etal_2019,,,
202,,sequence,,16S,MN217464,,,Ophelina sp. (NHM_1068),Ophelina sp. (NHM_1068),Annelida,,ANEA 2019. 7138,NHM_1068,Other material,,,OMS Stratum A,AB02_EB05,,,,,,,Wiklund_etal_2019,,,
203,,sequence,,18S,MN217509,,,Ophelina sp. (NHM_1068),Ophelina sp. (NHM_1068),Annelida,,ANEA 2019. 7138,NHM_1068,Other material,,,OMS Stratum A,AB02_EB05,,,,,,,Wiklund_etal_2019,,,
204,,sequence,,18S,MN217494,,,Ammotrypanella sp. (NHM_2114),Ammotrypanella sp. (NHM_2114),Annelida,,ANEA 2019. 7113,NHM_2114,Other material,,,APEI-6,AB02_EB13,,,,,,,Wiklund_etal_2019,,,
205,,sequence,,16S,MN217414,,,Ammotrypanella sp. (NHM_2114),Ammotrypanella sp. (NHM_2114),Annelida,,ANEA 2019. 7113,NHM_2114,Other material,,,APEI-6,AB02_EB13,,,,,,,Wiklund_etal_2019,,,
206,,sequence,,16S,MN217453,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7126,NHM_2116,Paratype,,,APEI-6,AB02_EB13,,,,,,,Wiklund_etal_2019,,,
207,,sequence,,COI,MN217530,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7126,NHM_2116,Paratype,,,APEI-6,AB02_EB13,,,,,,,Wiklund_etal_2019,,,
208,,sequence,,16S,MN217454,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7127,NHM_2144,Other material,,,APEI-6,AB02_EB13,,,,,,,Wiklund_etal_2019,,,
209,,sequence,,18S,MN217503,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7140,NHM_245,Other material,,,UK1 Stratum A,AB01_BC08,,,,,,,Wiklund_etal_2019,,,
209,,,,COI,MK971202,,,Hesiospina sp. 280,Hesiospina,Annelida,Polychaeta,138-GSR-0456,CCFZP456-19,,2015,SO239,GSR,SO239_138-1,,,,,,,Bonifacio_etal_2020,,,
210,,sequence,,COI,MN217521,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7140,NHM_245,Other material,,,UK1 Stratum A,AB01_BC08,,,,,,,Wiklund_etal_2019,,,
211,,sequence,,16S,MN217436,,,,Ophelina ganae sp. n.,Annelida,,ANEA 2019. 7140,NHM_245,Other material,,,UK1 Stratum A,AB01_BC08,,,,,,,Wiklund_etal_2019,,,
212,,sequence,,16S,MN217421,,,Notomastus sp. (NHM_162),Notomastus sp. (NHM_162),Annelida,,ANEA 2019. 7104,NHM_1948J,Other material,,,OMS Stratum A,AB02_EB11,,,,,,,Wiklund_etal_2019,,,
213,,sequence,,16S,MN217455,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7128,NHM_2149,Other material,,,APEI-6,AB02_EB13,,,,,,,Wiklund_etal_2019,,,
213,,,,COI,MK971174,,,Laonice sp. 361,Laonice,Annelida,Polychaeta,138-GSR-0463,CCFZP463-19,,2015,SO239,GSR,SO239_138-1,,,,,,,Bonifacio_etal_2020,,,
214,,sequence,,16S,MN217456,,,,Ophelina martinezarbizui sp. n.,Annelida,,ANEA 2019. 7129,NHM_2150,Other material,,,APEI-6,AB02_EB13,,,,,,,Wiklund_etal_2019,,,
214,,,,COI,MK971197,,,Aricidea sp. 446a,Aricidea,Annelida,Polychaeta,138-GSR-0468,CCFZP468-19,,2015,SO239,GSR,SO239_138-1,,,,,,,Bonifacio_etal_2020,,,
