rec,layer,inclusion_criteria,inc_notes_mar2022,include,taxon_note,DD_record,date_year,year,ScientificName_accepted,qualif_ed,TR_w_TCID,CCZ_endemic,other_rank,taxonRank_ed,Authority,AphiaID_accepted,occurrenceID,occurrenceID_ed,scientificName,decimalLatitude,originalScientificName,basisOfRecord,minimumDepthInMeters,maximumDepthInMeters,depth,id,class,order,family,decimalLongitude,kingdom,phylum,rightsHolder,institutionID,individualCount,type,catalogNumber,samplingProtocol,eventID,taxonRank,eventTime,taxonomicStatus,verbatimDepth,locationID,accessRights,habitat,recordedBy,identifiedBy,dateIdentified,identificationRemarks,identificationReferences,identificationQualifier,previousIdentifications,taxonRemarks,genus,species,subclass,taxonConceptID,institutionCode,recordNumber,datasetName,associatedSequences
124513,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Amphiophiura convexa,NA,species,,,species,"(Lyman, 1878)",182962,NA,NA,Amphiophiura bullata convexa,13.23,Amphiophiura convexa,PreservedSpecimen,4770,4770,4770,fc5ec9ed-3b39-4e95-9680-09b2c0fd7623,Ophiuroidea,Ophiurida,Ophiopyrgidae,-129.9167,Animalia,Echinodermata,NA,NA,1,NA,E31193.339350,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. Welling,"Pawson, Dave L.",NA,NA,NA,NA,NA,NA,Amphiophiura,Amphiophiura bullata,Myophiuroidea,NA,USNM,NA,NA,NA
125454,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Amphiophiura convexa,NA,species,,,species,"(Lyman, 1878)",182962,NA,NA,Amphiophiura bullata convexa,13.23,Amphiophiura convexa,PreservedSpecimen,4877,4877,4877,fe3ef6f4-4b79-4718-8229-59cbca8b237f,Ophiuroidea,Ophiurida,Ophiopyrgidae,-129.9167,Animalia,Echinodermata,NA,NA,3,NA,E31181.339337,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. Welling,"Pawson, Dave L.",NA,NA,NA,NA,NA,NA,Amphiophiura,Amphiophiura bullata,Myophiuroidea,NA,USNM,NA,NA,NA
125844,01_pmn_exploration_areas,,,yes,edited sciname- genus name duplicated,NA,1983,1983,Ceramonema,NA,genus,,,genus,"Haspeslagh, 1972",2385,NA,NA,Ceramonema,14.64,Ceramonemoides sp.,PreservedSpecimen,4517,4517,4517,ff09234f-051d-4270-b8ec-ca606ed6b6af,Chromadorea,Plectida,Ceramonematidae,-125.4531,Animalia,Nematoda,NA,NA,1,NA,76776.7565,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Ceramonema,NA,Chromadoria,NA,USNM,NA,NA,NA
96009,01_pmn_exploration_areas,depth invalid but in claim zone,,yes,,NA,2013,2013,Silax daleus,cf.,species,,,species,"(Lyman, 1879)",1507520,1229930970,1229930970,Amphioplus (Unioplus) daleus,13.86335,"Amphioplus daleus Lyman, 1879",HumanObservation,NA,NA,NA,c32cff81-2090-44e2-a985-005e776edb0b,Ophiuroidea,Amphilepidida,Amphiuridae,-116.5466,Animalia,Echinodermata,NA,NA,1,NA,15e6ddc7-3ca7-453c-bba5-f84888716505,Bowers & Connelly Megacore,NA,species,08:48,NA,NA,NA,NA,Abyssal plain,"Adrian Glover, Helena Wiklund, Thomas Dahlgren, Maggie Georgieva","Diva Amon, Tim O'Hara, Adrian Glover, Helena Wiklund, Thomas Dahlgren",2015-06-01T02:00Z,identified by DNA and morphology,NA,cf,NA,NA,Amphioplus,Amphioplus (Unioplus) daleus,Myophiuroidea,Amphioplus cf. daleus,NHMUK,NHM_447,ABYSSLINE,http://www.ncbi.nlm.nih.gov/nuccore/KU519545 | KU519511 | KU519529
125950,01_pmn_exploration_areas,depth invalid but in claim zone,,yes,,NA,2013,2013,Silax daleus,cf.,species,,,species,"(Lyman, 1879)",1507520,1229930971,1229930971,Amphioplus (Unioplus) daleus,13.79335,"Amphioplus daleus Lyman, 1879",HumanObservation,NA,NA,NA,ff3d6f94-e0f1-4ec1-8bf9-ca6e25374e93,Ophiuroidea,Amphilepidida,Amphiuridae,-116.7031,Animalia,Echinodermata,NA,NA,1,NA,72db478a-ea4f-4f3e-be08-95ec9fb4d20e,USNEL Box Core,NA,species,12:30,NA,NA,NA,NA,Abyssal plain,"Adrian Glover, Helena Wiklund, Thomas Dahlgren, Maggie Georgieva","Diva Amon, Tim O'Hara, Adrian Glover, Helena Wiklund, Thomas Dahlgren",2015-06-01T02:00Z,identified by DNA and morphology,NA,cf,NA,NA,Amphioplus,Amphioplus (Unioplus) daleus,Myophiuroidea,Amphioplus cf. daleus,NHMUK,NHM_094,ABYSSLINE,http://www.ncbi.nlm.nih.gov/nuccore/KU519544
77400,01_pmn_exploration_areas,,,yes,,NA,2013,NA,Silax daleus,cf.,species,,,species,"(Lyman, 1879)",1507520,fa30a578-c530-11e7-abc4-cec278b6b50a,fa30a578-c530-11e7-abc4-cec278b6b50a,Amphioplus (Unioplus) daleus,13.8634,Amphioplus (Unioplus) daleus,PreservedSpecimen,NA,4053,4053,9d9479b8-d20f-4fde-b987-a40122341990,Ophiuroidea,Amphilepidida,Amphiuridae,-116.5467,Animalia,Echinodermata,NA,NA,1,NA,AB01-MC10-CS-15,Megacorer,NA,species,08:48,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Tim O'Hara, Diva J. Amon, Amanda F. Ziegler, Adrian Glover, Helena Wiklund, Thomas Dahlgren",2014,Identified by morphology and DNA of collected specimen,NA,cf.,NA,NA,Amphioplus,Amphioplus (Unioplus) daleus,Myophiuroidea,Amphioplus (Unioplus) daleus,UHM,AB01-MC10-CS-15; NHM447,ABYSSLINE,http://www.ncbi.nlm.nih.gov/nuccore/KU519545 | KU519511 | KU519529
23789,01_pmn_exploration_areas,,,yes,,NA,2015,NA,Silax daleus,cf.,species,,,species,"(Lyman, 1879)",1507520,fa30a758-c530-11e7-abc4-cec278b6b50a,fa30a758-c530-11e7-abc4-cec278b6b50a,Amphioplus (Unioplus) daleus,12.5212,Amphioplus (Unioplus) daleus,PreservedSpecimen,NA,4237,4237,30538cb5-4703-451e-a5ec-88ba53e43c9e,Ophiuroidea,Amphilepidida,Amphiuridae,-116.6982,Animalia,Echinodermata,NA,NA,1,NA,AB02-BC19-CS-30,Boxcorer,NA,species,08:04,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Tim O'Hara, Diva J. Amon, Amanda F. Ziegler, Adrian Glover, Helena Wiklund, Thomas Dahlgren",2015,Identified by morphology and DNA of collected specimen,NA,cf.,NA,NA,Amphioplus,Amphioplus (Unioplus) daleus,Myophiuroidea,Amphioplus (Unioplus) daleus,UHM,AB02-BC19-CS-30; NHM1591,ABYSSLINE,NA
113675,01_pmn_exploration_areas,depth invalid but in claim zone,pelagic but ABYSSLINE record,yes,,NA,2013,2013,Abylopsis eschscholtzii,NA,NA,NA,NA,NA,"(Huxley, 1859)",196656,1288040467,1288040467,Abylopsis eschscholtzii,13.72662,"Abylopsis eschscholtzii (Huxley, 1859)",HumanObservation,NA,NA,NA,e6c26e1f-7a93-41e6-a0e1-567bfb31ef02,Hydrozoa,Siphonophorae,Abylidae,-116.67,Animalia,Cnidaria,NA,NA,1,NA,8cab45b5-4868-4d7a-a2a1-92f8b9ab3649,USNEL Box Core,NA,species,07:25,NA,NA,NA,NA,Abyssal plain,"Adrian Glover, Helena Wiklund, Thomas Dahlgren, Maggie Georgieva","Adrian Glover, Helena Wiklund, Thomas Dahlgren",2016-03-01T01:00Z,identified by DNA and morphology,NA,NA,NA,NA,Abylopsis,Abylopsis eschscholtzii,Hydroidolina,Abylopsis eschscholtzii,NHMUK,NHM_477,ABYSSLINE,http://ncbi.nlm.nih.gov/nucleotide/KX384609 | KX384617
1204,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000597,NOAA_DSCRTP:1000597,Abyssopathes,11.25136,Abyssopathes,MachineObservation,5204,5204,5204,0270f8f1-7b5a-4262-a68d-8faca0ed02bb,Anthozoa,Antipatharia,Schizopathidae,-153.59559,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
1661,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000598,NOAA_DSCRTP:1000598,Abyssopathes,11.28787,Abyssopathes,MachineObservation,5250,5250,5250,035d8f32-2a64-4673-91aa-2a8436b42fdb,Anthozoa,Antipatharia,Schizopathidae,-153.74253,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
2463,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000587,NOAA_DSCRTP:1000587,Abyssopathes,6.98402,Abyssopathes,MachineObservation,5007,5007,5007,04ff8e4d-3065-462b-97b3-972b88fbd5c0,Anthozoa,Antipatharia,Schizopathidae,-149.93523,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
3914,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NA,NA,Abyssopathes,13.217,Abyssopathes sp.,PreservedSpecimen,4770,NA,4770,07f3aa5c-2583-4636-88e6-fce67cc400a4,Anthozoa,Antipatharia,Schizopathidae,-129.9,Animalia,Cnidaria,NA,NA,1,NA,1116397.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lockheed Ocean Science Laboratory,"Opresko, Dennis M.",NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,USNM,NA,NA,NA
8330,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000580,NOAA_DSCRTP:1000580,Abyssopathes,7.0088,Abyssopathes,MachineObservation,5016,5016,5016,10f7a1e7-e3f5-4d56-a62a-1fbdd16d600e,Anthozoa,Antipatharia,Schizopathidae,-149.911,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
9211,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000581,NOAA_DSCRTP:1000581,Abyssopathes,6.97195,Abyssopathes,MachineObservation,5007,5007,5007,12c1b058-325c-455c-90c0-02d8dd1b5221,Anthozoa,Antipatharia,Schizopathidae,-149.9423,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
14272,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000585,NOAA_DSCRTP:1000585,Abyssopathes,6.9792,Abyssopathes,MachineObservation,5008,5008,5008,1d0691d4-7d3f-4416-b4f8-040a82108646,Anthozoa,Antipatharia,Schizopathidae,-149.9378,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
48514,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000584,NOAA_DSCRTP:1000584,Abyssopathes,11.25142,Abyssopathes,MachineObservation,5200,5200,5200,62b7184f-826a-4d78-aabd-cc054dfc20df,Anthozoa,Antipatharia,Schizopathidae,-153.5909,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
50282,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000586,NOAA_DSCRTP:1000586,Abyssopathes,6.99494,Abyssopathes,MachineObservation,5008,5008,5008,66494c62-ae15-4679-b478-6d4239dfc937,Anthozoa,Antipatharia,Schizopathidae,-149.9116,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
57188,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000599,NOAA_DSCRTP:1000599,Abyssopathes,6.98413,Abyssopathes,MachineObservation,5007,5007,5007,748a33a0-d955-4669-9a57-6dcdd91fbdd1,Anthozoa,Antipatharia,Schizopathidae,-149.9352,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
60157,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1001352,NOAA_DSCRTP:1001352,Abyssopathes,7.03179,Abyssopathes,MachineObservation,5036,5036,5036,7a9c79fe-1d35-4ac6-8374-d1906ab9b06d,Anthozoa,Antipatharia,Schizopathidae,-149.9383,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
67100,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000589,NOAA_DSCRTP:1000589,Abyssopathes,7.03196,Abyssopathes,MachineObservation,5037,5037,5037,88992cf6-d56d-458a-b88e-af621a3e679b,Anthozoa,Antipatharia,Schizopathidae,-149.9383,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
68146,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000595,NOAA_DSCRTP:1000595,Abyssopathes,7.03173,Abyssopathes,MachineObservation,5036,5036,5036,8a8e69b4-6f7d-4476-9c32-b486ce7f3e3f,Anthozoa,Antipatharia,Schizopathidae,-149.9383,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
76236,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000596,NOAA_DSCRTP:1000596,Abyssopathes,6.97559,Abyssopathes,MachineObservation,5007,5007,5007,9b0be5d0-2e7d-45d6-ac39-b2b58ee46032,Anthozoa,Antipatharia,Schizopathidae,-149.9399,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
100282,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000582,NOAA_DSCRTP:1000582,Abyssopathes,11.29309,Abyssopathes,MachineObservation,5249,5249,5249,cbc3b9e4-75bf-4e83-a75f-a36eff64b847,Anthozoa,Antipatharia,Schizopathidae,-153.7419,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
122489,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1001353,NOAA_DSCRTP:1001353,Abyssopathes,7.03139,Abyssopathes,MachineObservation,5036,5036,5036,f83aa2ed-d63d-4496-bb0a-0e1b96e27a03,Anthozoa,Antipatharia,Schizopathidae,-149.9381,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
123316,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000600,NOAA_DSCRTP:1000600,Abyssopathes,7.03481,Abyssopathes,MachineObservation,5039,5039,5039,f9f0aa82-47be-45b1-bcea-f6c2222f6ac1,Anthozoa,Antipatharia,Schizopathidae,-149.9392,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
124508,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000588,NOAA_DSCRTP:1000588,Abyssopathes,6.99897,Abyssopathes,MachineObservation,5010,5010,5010,fc5bfb2b-f6d8-44a2-b314-4ea7b98a288a,Anthozoa,Antipatharia,Schizopathidae,-149.911,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
125330,06_apei,,,yes,,NA,2018,NA,Abyssopathes,NA,genus,,,genus,"Opresko, 2002",267184,NOAA_DSCRTP:1000583,NOAA_DSCRTP:1000583,Abyssopathes,7.03376,Abyssopathes,MachineObservation,5038,5038,5038,fe00c158-3fad-4fbe-99f1-5fc9ccd38a57,Anthozoa,Antipatharia,Schizopathidae,-149.9389,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,NA,Hexacorallia,NA,NA,NA,NA,NA
13429,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,NA,Abyssopathes anomala,NA,species,y,,species,"Molodtsova & Opresko, 2017",994320,NOAA_DSCRTP:248037,NOAA_DSCRTP:248037,Abyssopathes anomala,13.22,Abyssopathes anomala,PreservedSpecimen,4770,4770,4770,1b479aae-27d4-4a4f-b638-8206ee63713a,Anthozoa,Antipatharia,Schizopathidae,-129.9,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,Abyssopathes anomala,Hexacorallia,NA,NA,NA,NA,NA
43274,01_pmn_exploration_areas,,,yes,,NA,NA,NA,Abyssopathes anomala,NA,species,y,,species,"Molodtsova & Opresko, 2017",994320,WoRMS Editorial Board:WoRMS type localities:dr_id_954144,WoRMS Editorial Board:WoRMS type localities:dr_id_954144,Abyssopathes anomala,9.394833,Abyssopathes anomala,PreservedSpecimen,5100,NA,5100,581b1c81-fa7a-4b20-af9b-ac0147710b6a,Anthozoa,Antipatharia,Schizopathidae,-150.0953,Animalia,Cnidaria,NA,NA,NA,NA,dr_id_954144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,Abyssopathes anomala,Hexacorallia,NA,WoRMS Editorial Board,NA,NA,NA
104013,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Abyssopathes anomala,NA,species,y,,species,"Molodtsova & Opresko, 2017",994320,WoRMS Editorial Board:WoRMS type localities:dr_id_954143,WoRMS Editorial Board:WoRMS type localities:dr_id_954143,Abyssopathes anomala,13.22,Abyssopathes anomala,PreservedSpecimen,4770,NA,4770,d35ae98b-baf6-4756-8e94-f9b9cdb7a17a,Anthozoa,Antipatharia,Schizopathidae,-129.9,Animalia,Cnidaria,NA,NA,NA,NA,dr_id_954143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,Abyssopathes anomala,Hexacorallia,NA,WoRMS Editorial Board,NA,NA,NA
15499,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,1980,Abyssopathes lyriformis,NA,species,,,species,"Opresko, 2002",289304,NA,NA,Abyssopathes lyriformis,13.21667,Abyssopathes lyriformis,PreservedSpecimen,4892,4892,4892,1f9595a8-e461-4b0e-8d03-2503401abde0,Anthozoa,Antipatharia,Schizopathidae,-129.8833,Animalia,Cnidaria,NA,NA,1,NA,1116385.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. Welling,"Opresko, Dennis M.",NA,NA,NA,NA,NA,NA,Abyssopathes,Abyssopathes lyriformis,Hexacorallia,NA,USNM,NA,NA,NA
57263,NA,not in CCZ shapefile but nearby,,yes,,NA,1980,NA,Abyssopathes lyriformis,NA,species,,,species,"Opresko, 2002",289304,NOAA_DSCRTP:1010846,NOAA_DSCRTP:1010846,Abyssopathes lyriformis,13.2167,Abyssopathes lyriformis,PreservedSpecimen,4892,4892,4892,74b7b744-039a-46a4-83ee-f81618e5445f,Anthozoa,Antipatharia,Schizopathidae,-129.883,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssopathes,Abyssopathes lyriformis,Hexacorallia,NA,NA,NA,NA,NA
5423,01_pmn_exploration_areas,,,yes,,NA,2013,NA,Abyssoprimnoa gemina,NA,species,y,,species,"Cairns, 2015",872590,NOAA_DSCRTP:641267,NOAA_DSCRTP:641267,Abyssoprimnoa gemina,11.7363,Abyssoprimnoa gemina,PreservedSpecimen,4158,4158,4158,0af617de-701a-4bc5-a444-ab66369d2303,Anthozoa,Alcyonacea,Primnoidae,-116.838,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssoprimnoa,Abyssoprimnoa gemina,Octocorallia,NA,NA,NA,NA,NA
28659,01_pmn_exploration_areas,,,yes,,NA,2013,NA,Abyssoprimnoa gemina,NA,species,y,,species,"Cairns, 2015",872590,NOAA_DSCRTP:641269,NOAA_DSCRTP:641269,Abyssoprimnoa gemina,11.783,Abyssoprimnoa gemina,PreservedSpecimen,4168,4168,4168,3a67b7cf-37fb-4f52-9b0d-357c3425666c,Anthozoa,Alcyonacea,Primnoidae,-116.813,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssoprimnoa,Abyssoprimnoa gemina,Octocorallia,NA,NA,NA,NA,NA
41145,01_pmn_exploration_areas,,,yes,,NA,2013,NA,Abyssoprimnoa gemina,NA,species,y,,species,"Cairns, 2015",872590,NOAA_DSCRTP:641268,NOAA_DSCRTP:641268,Abyssoprimnoa gemina,11.8878,Abyssoprimnoa gemina,PreservedSpecimen,4134,4134,4134,53e01e0c-874d-4f0c-bd06-374a563aa088,Anthozoa,Alcyonacea,Primnoidae,-117.048,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssoprimnoa,Abyssoprimnoa gemina,Octocorallia,NA,NA,NA,NA,NA
56424,01_pmn_exploration_areas,,,yes,,NA,2013,NA,Abyssoprimnoa gemina,NA,species,y,,species,"Cairns, 2015",872590,NOAA_DSCRTP:641270,NOAA_DSCRTP:641270,Abyssoprimnoa gemina,13.7617,Abyssoprimnoa gemina,PreservedSpecimen,4111,4111,4111,72f67a7a-3e6f-4af3-978c-cbf7ee7101e6,Anthozoa,Alcyonacea,Primnoidae,-116.46,Animalia,Cnidaria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssoprimnoa,Abyssoprimnoa gemina,Octocorallia,NA,NA,NA,NA,NA
12748,06_apei,,,yes,,NA,2018,NA,Acanthascus,NA,genus,,,genus,"Schulze, 1886",171966,NOAA_DSCRTP:1000609,NOAA_DSCRTP:1000609,Acanthascus,7.00378,Acanthascus,MachineObservation,5012,5012,5012,19d88484-1986-4ed7-b723-2d59bf33d5cb,Hexactinellida,Lyssacinosida,Rossellidae,-149.911,Animalia,Porifera,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthascus,NA,Hexasterophora,NA,NA,NA,NA,NA
30347,06_apei,,,yes,,NA,2018,NA,Acanthascus,NA,genus,,,genus,"Schulze, 1886",171966,NOAA_DSCRTP:1000603,NOAA_DSCRTP:1000603,Acanthascus,11.28389,Acanthascus,MachineObservation,5243,5243,5243,3dfda755-b682-4eb2-b92a-7802441655f7,Hexactinellida,Lyssacinosida,Rossellidae,-153.7431,Animalia,Porifera,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthascus,NA,Hexasterophora,NA,NA,NA,NA,NA
41746,06_apei,,,yes,,NA,2018,NA,Acanthascus,NA,genus,,,genus,"Schulze, 1886",171966,NOAA_DSCRTP:1000607,NOAA_DSCRTP:1000607,Acanthascus,5.11119,Acanthascus,MachineObservation,4856,4856,4856,550d94f3-1918-493b-8e44-a9089f4d21e6,Hexactinellida,Lyssacinosida,Rossellidae,-141.8927,Animalia,Porifera,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthascus,NA,Hexasterophora,NA,NA,NA,NA,NA
42271,06_apei,,,yes,,NA,2018,NA,Acanthascus,NA,genus,,,genus,"Schulze, 1886",171966,NOAA_DSCRTP:1000608,NOAA_DSCRTP:1000608,Acanthascus,7.00485,Acanthascus,MachineObservation,5013,5013,5013,5610b897-49ac-4acb-a042-84d6f1bd8796,Hexactinellida,Lyssacinosida,Rossellidae,-149.911,Animalia,Porifera,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthascus,NA,Hexasterophora,NA,NA,NA,NA,NA
45276,06_apei,,,yes,,NA,2018,NA,Acanthascus,NA,genus,,,genus,"Schulze, 1886",171966,NOAA_DSCRTP:1000604,NOAA_DSCRTP:1000604,Acanthascus,5.04748,Acanthascus,MachineObservation,4873,4873,4873,5c543513-622a-49db-a7aa-1f3aa678f120,Hexactinellida,Lyssacinosida,Rossellidae,-141.8181,Animalia,Porifera,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthascus,NA,Hexasterophora,NA,NA,NA,NA,NA
